angry0,box0,disgust0,fear0,happy0,neutral0,sad0,surprise0
0.19,"[208, 21, 84, 110]",0.0,0.03,0.02,0.57,0.19,0.0
0.19,"[208, 21, 85, 111]",0.0,0.02,0.01,0.62,0.16,0.0
0.24,"[209, 22, 83, 110]",0.0,0.02,0.01,0.52,0.21,0.0
0.24,"[208, 23, 84, 110]",0.0,0.02,0.01,0.54,0.18,0.0
0.3,"[208, 24, 85, 110]",0.0,0.02,0.01,0.46,0.21,0.0
0.28,"[208, 25, 85, 109]",0.0,0.02,0.01,0.48,0.21,0.0
0.27,"[208, 24, 85, 112]",0.0,0.03,0.01,0.46,0.23,0.0
0.26,"[208, 24, 85, 112]",0.0,0.02,0.01,0.45,0.25,0.0
0.18,"[207, 24, 86, 113]",0.0,0.03,0.01,0.61,0.18,0.0
0.25,"[207, 25, 86, 111]",0.0,0.03,0.01,0.52,0.19,0.0
0.31,"[208, 25, 85, 110]",0.0,0.03,0.01,0.41,0.23,0.0
0.3,"[208, 25, 85, 110]",0.0,0.03,0.01,0.42,0.23,0.0
0.25,"[208, 26, 84, 110]",0.0,0.03,0.01,0.52,0.19,0.0
0.31,"[207, 25, 86, 111]",0.0,0.03,0.01,0.45,0.19,0.0
0.3,"[208, 25, 84, 111]",0.0,0.03,0.01,0.45,0.2,0.0
0.22,"[207, 25, 86, 112]",0.0,0.02,0.01,0.57,0.18,0.0
0.26,"[208, 25, 85, 110]",0.0,0.03,0.01,0.48,0.22,0.0
0.25,"[208, 25, 85, 110]",0.0,0.04,0.02,0.48,0.21,0.0
0.22,"[208, 24, 86, 111]",0.0,0.03,0.02,0.53,0.19,0.0
0.28,"[208, 25, 86, 111]",0.0,0.03,0.01,0.47,0.22,0.0
0.15,"[205, 23, 88, 113]",0.0,0.03,0.03,0.62,0.17,0.0
0.17,"[205, 23, 88, 114]",0.0,0.02,0.02,0.6,0.18,0.0
0.19,"[205, 23, 88, 114]",0.0,0.03,0.03,0.56,0.19,0.0
0.14,"[205, 23, 88, 113]",0.0,0.04,0.03,0.61,0.17,0.0
0.12,"[206, 23, 87, 113]",0.0,0.03,0.04,0.66,0.15,0.0
0.12,"[206, 23, 87, 113]",0.0,0.03,0.04,0.65,0.16,0.0
0.1,"[206, 23, 87, 113]",0.0,0.03,0.04,0.71,0.12,0.0
0.1,"[205, 23, 88, 113]",0.0,0.03,0.04,0.71,0.12,0.0
0.12,"[206, 23, 88, 113]",0.0,0.02,0.04,0.67,0.14,0.0
0.11,"[206, 23, 88, 112]",0.0,0.02,0.03,0.75,0.1,0.0
0.14,"[207, 23, 87, 113]",0.0,0.03,0.04,0.64,0.15,0.0
0.12,"[206, 23, 88, 113]",0.0,0.02,0.04,0.69,0.12,0.0
0.11,"[206, 22, 88, 115]",0.0,0.02,0.06,0.67,0.14,0.0
0.12,"[207, 23, 87, 113]",0.0,0.02,0.05,0.68,0.14,0.0
0.12,"[207, 23, 87, 113]",0.0,0.02,0.05,0.67,0.14,0.0
0.12,"[207, 22, 87, 114]",0.0,0.02,0.04,0.68,0.15,0.0
0.12,"[207, 22, 87, 114]",0.0,0.02,0.04,0.67,0.15,0.0
0.12,"[207, 22, 87, 114]",0.0,0.02,0.04,0.66,0.16,0.0
0.11,"[207, 22, 87, 114]",0.0,0.02,0.04,0.69,0.14,0.0
0.11,"[207, 22, 87, 114]",0.0,0.02,0.04,0.69,0.14,0.0
0.11,"[207, 22, 87, 114]",0.0,0.02,0.04,0.68,0.15,0.0
0.1,"[206, 22, 88, 114]",0.0,0.03,0.03,0.7,0.14,0.0
0.11,"[206, 22, 89, 115]",0.0,0.02,0.04,0.67,0.15,0.0
0.11,"[207, 22, 87, 114]",0.0,0.02,0.03,0.67,0.16,0.0
0.12,"[207, 23, 87, 113]",0.0,0.03,0.04,0.67,0.14,0.0
0.17,"[208, 24, 86, 113]",0.0,0.03,0.03,0.56,0.22,0.0
0.18,"[209, 25, 85, 111]",0.0,0.03,0.03,0.6,0.16,0.0
0.17,"[208, 25, 86, 111]",0.0,0.03,0.03,0.61,0.16,0.0
0.27,"[211, 28, 84, 107]",0.0,0.04,0.02,0.48,0.19,0.0
0.33,"[211, 28, 84, 108]",0.0,0.04,0.02,0.38,0.23,0.0
0.15,"[208, 22, 87, 114]",0.0,0.02,0.03,0.61,0.18,0.0
0.12,"[207, 23, 88, 113]",0.0,0.03,0.04,0.65,0.16,0.0
0.15,"[208, 23, 88, 113]",0.0,0.03,0.03,0.65,0.14,0.0
0.12,"[207, 23, 88, 113]",0.0,0.03,0.04,0.65,0.16,0.0
0.27,"[212, 27, 83, 109]",0.0,0.04,0.02,0.47,0.2,0.0
0.2,"[208, 23, 89, 113]",0.0,0.03,0.03,0.58,0.16,0.0
0.21,"[208, 23, 88, 113]",0.0,0.03,0.03,0.56,0.16,0.0
0.19,"[211, 26, 85, 111]",0.0,0.02,0.02,0.63,0.14,0.0
0.18,"[210, 26, 86, 111]",0.0,0.02,0.02,0.65,0.13,0.0
0.18,"[210, 26, 86, 111]",0.0,0.02,0.02,0.65,0.13,0.0
0.18,"[211, 26, 85, 111]",0.0,0.02,0.02,0.65,0.13,0.0
0.18,"[211, 26, 85, 111]",0.0,0.02,0.02,0.65,0.13,0.0
0.19,"[211, 26, 85, 111]",0.0,0.02,0.02,0.64,0.13,0.0
0.23,"[210, 26, 86, 110]",0.0,0.04,0.03,0.52,0.18,0.0
0.22,"[210, 26, 86, 110]",0.0,0.04,0.03,0.53,0.18,0.0
0.08,"[207, 22, 88, 114]",0.0,0.02,0.03,0.73,0.13,0.0
0.12,"[208, 22, 87, 114]",0.0,0.02,0.03,0.64,0.18,0.0
0.14,"[208, 22, 87, 114]",0.0,0.03,0.03,0.62,0.19,0.0
0.19,"[209, 24, 86, 113]",0.0,0.03,0.03,0.5,0.24,0.0
0.18,"[209, 24, 86, 113]",0.0,0.03,0.04,0.52,0.23,0.0
0.13,"[208, 23, 87, 113]",0.0,0.02,0.03,0.65,0.16,0.0
0.15,"[208, 22, 87, 114]",0.0,0.02,0.03,0.61,0.2,0.0
0.14,"[208, 22, 88, 114]",0.0,0.02,0.03,0.61,0.2,0.0
0.14,"[210, 23, 85, 114]",0.0,0.02,0.04,0.64,0.16,0.0
0.14,"[210, 23, 85, 114]",0.0,0.02,0.04,0.65,0.15,0.0
0.14,"[207, 22, 89, 114]",0.0,0.02,0.03,0.62,0.18,0.0
0.16,"[207, 22, 89, 114]",0.0,0.02,0.03,0.6,0.19,0.0
0.16,"[207, 22, 89, 114]",0.0,0.02,0.03,0.6,0.19,0.0
0.15,"[207, 22, 89, 114]",0.0,0.02,0.03,0.61,0.19,0.0
0.15,"[207, 22, 89, 114]",0.0,0.02,0.03,0.6,0.19,0.0
0.15,"[208, 22, 87, 114]",0.0,0.02,0.03,0.6,0.19,0.0
0.15,"[208, 22, 87, 114]",0.0,0.02,0.03,0.6,0.19,0.0
0.2,"[212, 26, 85, 110]",0.0,0.04,0.02,0.5,0.24,0.0
0.2,"[213, 25, 84, 110]",0.0,0.04,0.03,0.54,0.19,0.0
0.21,"[212, 25, 85, 111]",0.0,0.04,0.04,0.5,0.21,0.0
0.21,"[212, 25, 85, 111]",0.0,0.04,0.04,0.52,0.19,0.0
0.22,"[210, 24, 85, 112]",0.0,0.04,0.05,0.51,0.19,0.0
0.26,"[211, 26, 84, 109]",0.0,0.04,0.05,0.49,0.14,0.0
0.26,"[210, 26, 84, 109]",0.0,0.04,0.02,0.51,0.17,0.0
0.2,"[210, 26, 84, 110]",0.0,0.03,0.03,0.56,0.19,0.0
0.2,"[210, 26, 86, 110]",0.0,0.03,0.03,0.54,0.2,0.0
0.19,"[209, 26, 84, 108]",0.0,0.03,0.02,0.59,0.17,0.0
0.24,"[210, 25, 85, 111]",0.0,0.03,0.03,0.46,0.23,0.0
0.22,"[209, 25, 86, 111]",0.0,0.03,0.03,0.45,0.26,0.0
0.22,"[209, 25, 86, 111]",0.0,0.03,0.03,0.46,0.26,0.0
0.22,"[209, 25, 86, 111]",0.0,0.03,0.03,0.46,0.26,0.0
0.22,"[209, 25, 86, 111]",0.0,0.03,0.03,0.45,0.27,0.0
0.17,"[210, 25, 86, 111]",0.0,0.03,0.03,0.5,0.27,0.0
0.23,"[209, 25, 86, 110]",0.0,0.04,0.02,0.5,0.2,0.0
0.19,"[210, 26, 85, 109]",0.0,0.04,0.04,0.58,0.16,0.0
0.18,"[210, 26, 85, 109]",0.0,0.04,0.06,0.55,0.16,0.0
0.14,"[210, 25, 86, 110]",0.0,0.05,0.07,0.57,0.17,0.0
0.16,"[209, 24, 87, 112]",0.0,0.03,0.03,0.61,0.17,0.0
0.13,"[209, 23, 87, 114]",0.0,0.02,0.02,0.59,0.24,0.0
0.06,"[210, 26, 86, 110]",0.0,0.08,0.0,0.22,0.64,0.0
0.05,"[210, 26, 85, 109]",0.0,0.08,0.0,0.29,0.59,0.0
0.07,"[210, 27, 85, 109]",0.0,0.07,0.0,0.37,0.49,0.0
0.03,"[210, 28, 84, 106]",0.0,0.1,0.0,0.28,0.6,0.0
0.04,"[210, 27, 85, 108]",0.0,0.09,0.0,0.22,0.65,0.0
0.05,"[210, 27, 85, 108]",0.0,0.09,0.0,0.22,0.65,0.0
0.05,"[211, 27, 84, 109]",0.0,0.14,0.0,0.2,0.6,0.0
0.03,"[210, 27, 85, 109]",0.0,0.13,0.0,0.34,0.49,0.0
0.03,"[210, 27, 84, 110]",0.0,0.14,0.0,0.24,0.59,0.0
0.04,"[209, 27, 85, 109]",0.0,0.18,0.0,0.22,0.56,0.0
0.05,"[210, 27, 84, 109]",0.0,0.11,0.0,0.23,0.61,0.0
0.04,"[210, 27, 84, 110]",0.0,0.12,0.0,0.22,0.63,0.0
0.04,"[210, 26, 84, 111]",0.0,0.12,0.0,0.28,0.55,0.0
0.03,"[209, 26, 85, 111]",0.0,0.13,0.0,0.24,0.59,0.0
0.03,"[209, 26, 86, 111]",0.0,0.12,0.0,0.27,0.57,0.0
0.03,"[210, 26, 85, 111]",0.0,0.12,0.0,0.25,0.59,0.0
0.02,"[210, 26, 85, 111]",0.0,0.12,0.0,0.28,0.58,0.0
0.02,"[210, 26, 85, 111]",0.0,0.1,0.0,0.25,0.63,0.0
0.03,"[211, 26, 83, 111]",0.0,0.09,0.0,0.24,0.64,0.0
0.23,"[210, 25, 86, 112]",0.0,0.04,0.0,0.41,0.32,0.0
0.22,"[210, 25, 86, 112]",0.0,0.05,0.0,0.42,0.3,0.0
0.21,"[209, 24, 87, 113]",0.0,0.05,0.0,0.44,0.3,0.0
0.26,"[209, 24, 86, 112]",0.0,0.05,0.0,0.4,0.28,0.0
0.14,"[207, 21, 87, 114]",0.0,0.06,0.0,0.52,0.27,0.0
0.15,"[207, 21, 86, 115]",0.0,0.07,0.0,0.53,0.24,0.0
0.09,"[207, 21, 86, 114]",0.0,0.07,0.01,0.61,0.22,0.0
0.14,"[207, 22, 86, 113]",0.0,0.06,0.0,0.56,0.24,0.0
0.16,"[207, 22, 86, 114]",0.0,0.05,0.01,0.58,0.2,0.0
0.16,"[207, 22, 85, 114]",0.0,0.05,0.01,0.6,0.19,0.0
0.11,"[207, 22, 85, 113]",0.0,0.05,0.01,0.62,0.21,0.0
0.07,"[206, 21, 86, 114]",0.0,0.05,0.02,0.69,0.17,0.0
0.1,"[206, 23, 86, 111]",0.0,0.05,0.01,0.64,0.2,0.0
0.1,"[206, 21, 85, 114]",0.0,0.04,0.01,0.66,0.19,0.0
0.08,"[206, 21, 85, 114]",0.0,0.04,0.01,0.69,0.18,0.0
0.09,"[206, 20, 85, 116]",0.0,0.03,0.01,0.66,0.2,0.0
0.09,"[206, 21, 85, 114]",0.0,0.04,0.01,0.66,0.19,0.0
0.08,"[205, 20, 86, 116]",0.0,0.04,0.01,0.63,0.22,0.0
0.1,"[206, 21, 84, 114]",0.0,0.03,0.01,0.65,0.21,0.0
0.1,"[206, 21, 84, 114]",0.0,0.03,0.01,0.67,0.19,0.0
0.11,"[207, 21, 82, 112]",0.0,0.03,0.01,0.7,0.15,0.0
0.2,"[206, 22, 83, 112]",0.0,0.04,0.01,0.57,0.18,0.0
0.14,"[206, 21, 83, 113]",0.0,0.03,0.01,0.63,0.19,0.0
0.18,"[205, 22, 84, 112]",0.0,0.04,0.01,0.58,0.19,0.0
0.2,"[206, 22, 82, 111]",0.0,0.03,0.01,0.58,0.18,0.0
0.18,"[205, 21, 83, 109]",0.0,0.02,0.01,0.55,0.23,0.0
0.22,"[205, 22, 82, 107]",0.0,0.02,0.01,0.53,0.21,0.0
0.25,"[204, 22, 83, 108]",0.0,0.03,0.01,0.49,0.23,0.0
0.19,"[204, 21, 83, 109]",0.0,0.02,0.02,0.59,0.19,0.0
0.12,"[194, 17, 92, 117]",0.0,0.04,0.02,0.65,0.18,0.0
0.21,"[203, 21, 84, 109]",0.0,0.02,0.01,0.54,0.22,0.0
0.18,"[203, 21, 84, 109]",0.0,0.02,0.01,0.55,0.24,0.0
0.17,"[203, 20, 84, 110]",0.0,0.02,0.02,0.61,0.19,0.0
0.23,"[202, 20, 84, 110]",0.0,0.02,0.01,0.57,0.17,0.0
0.2,"[201, 20, 85, 109]",0.0,0.02,0.02,0.61,0.16,0.0
0.13,"[201, 19, 85, 110]",0.0,0.01,0.02,0.69,0.15,0.0
0.12,"[201, 19, 85, 109]",0.0,0.01,0.04,0.72,0.11,0.0
0.12,"[203, 19, 83, 108]",0.0,0.02,0.03,0.69,0.14,0.0
0.13,"[200, 19, 85, 108]",0.0,0.01,0.03,0.72,0.11,0.0
0.17,"[200, 19, 85, 109]",0.0,0.02,0.02,0.67,0.12,0.0
0.15,"[199, 17, 86, 111]",0.0,0.02,0.02,0.7,0.12,0.0
0.07,"[200, 16, 86, 111]",0.0,0.01,0.03,0.8,0.09,0.0
0.08,"[199, 15, 87, 112]",0.0,0.01,0.03,0.78,0.1,0.0
0.15,"[200, 16, 84, 111]",0.0,0.02,0.02,0.69,0.11,0.0
0.08,"[199, 15, 86, 111]",0.0,0.01,0.03,0.79,0.09,0.0
0.13,"[199, 15, 86, 111]",0.0,0.03,0.02,0.69,0.13,0.0
0.11,"[200, 15, 85, 110]",0.0,0.03,0.03,0.72,0.11,0.0
0.09,"[199, 14, 86, 111]",0.0,0.03,0.03,0.75,0.1,0.0
0.08,"[199, 13, 85, 113]",0.0,0.03,0.06,0.67,0.16,0.0
0.07,"[199, 13, 85, 113]",0.0,0.02,0.06,0.68,0.17,0.0
0.07,"[200, 13, 84, 112]",0.0,0.02,0.05,0.71,0.14,0.0
0.05,"[199, 13, 84, 111]",0.0,0.03,0.06,0.76,0.1,0.0
0.03,"[198, 12, 86, 113]",0.0,0.02,0.03,0.79,0.13,0.0
0.04,"[199, 12, 85, 114]",0.0,0.04,0.05,0.7,0.17,0.0
0.05,"[198, 12, 86, 114]",0.0,0.05,0.1,0.57,0.23,0.0
0.05,"[200, 10, 85, 117]",0.0,0.05,0.05,0.58,0.27,0.0
0.04,"[200, 10, 85, 116]",0.0,0.04,0.06,0.65,0.2,0.0
0.09,"[200, 10, 84, 116]",0.0,0.08,0.13,0.42,0.26,0.02
0.07,"[201, 8, 85, 117]",0.0,0.05,0.12,0.49,0.26,0.0
0.07,"[199, 8, 87, 117]",0.0,0.05,0.18,0.51,0.2,0.0
0.05,"[200, 7, 87, 118]",0.0,0.04,0.21,0.53,0.16,0.0
0.06,"[200, 6, 87, 116]",0.0,0.11,0.22,0.45,0.15,0.01
0.06,"[199, 8, 87, 116]",0.0,0.06,0.25,0.46,0.16,0.01
0.06,"[199, 4, 89, 117]",0.0,0.12,0.2,0.48,0.12,0.01
0.07,"[201, 6, 85, 118]",0.0,0.08,0.17,0.51,0.15,0.01
0.08,"[201, 6, 85, 118]",0.0,0.08,0.19,0.48,0.16,0.01
0.06,"[200, 7, 87, 117]",0.0,0.09,0.17,0.52,0.14,0.02
0.06,"[200, 6, 86, 118]",0.0,0.08,0.15,0.56,0.14,0.02
0.03,"[200, 6, 86, 115]",0.0,0.06,0.2,0.63,0.08,0.01
0.05,"[199, 6, 87, 117]",0.0,0.07,0.18,0.57,0.11,0.01
0.04,"[200, 6, 86, 116]",0.0,0.07,0.17,0.6,0.11,0.01
0.07,"[200, 6, 87, 117]",0.0,0.08,0.29,0.45,0.11,0.01
0.07,"[200, 6, 87, 117]",0.0,0.09,0.23,0.48,0.12,0.01
0.06,"[200, 6, 87, 117]",0.0,0.08,0.28,0.43,0.12,0.01
0.08,"[199, 6, 88, 117]",0.0,0.11,0.27,0.38,0.14,0.02
0.06,"[199, 6, 87, 117]",0.0,0.09,0.24,0.49,0.1,0.02
0.06,"[199, 6, 88, 117]",0.0,0.1,0.22,0.49,0.11,0.02
0.06,"[200, 6, 86, 116]",0.0,0.12,0.09,0.61,0.1,0.02
0.04,"[200, 6, 85, 115]",0.0,0.09,0.06,0.7,0.1,0.01
0.05,"[201, 6, 85, 115]",0.0,0.08,0.04,0.66,0.17,0.01
0.02,"[199, 5, 87, 114]",0.0,0.1,0.08,0.66,0.13,0.01
0.01,"[198, 4, 87, 115]",0.0,0.09,0.06,0.66,0.17,0.01
0.02,"[198, 3, 87, 117]",0.0,0.12,0.07,0.58,0.18,0.01
0.02,"[198, 5, 87, 116]",0.0,0.09,0.09,0.61,0.19,0.0
0.03,"[198, 7, 85, 115]",0.0,0.09,0.11,0.6,0.17,0.01
0.03,"[197, 7, 86, 116]",0.0,0.11,0.09,0.56,0.21,0.01
0.03,"[199, 8, 84, 114]",0.0,0.11,0.07,0.53,0.25,0.01
0.04,"[198, 8, 85, 115]",0.0,0.13,0.06,0.52,0.24,0.01
0.04,"[198, 8, 85, 115]",0.0,0.11,0.04,0.56,0.23,0.01
0.04,"[197, 8, 86, 114]",0.0,0.11,0.05,0.59,0.2,0.01
0.04,"[197, 8, 86, 114]",0.0,0.11,0.04,0.59,0.21,0.01
0.04,"[197, 8, 85, 114]",0.0,0.1,0.05,0.6,0.22,0.0
0.03,"[199, 7, 83, 114]",0.0,0.08,0.07,0.65,0.17,0.01
0.03,"[198, 8, 85, 113]",0.0,0.1,0.04,0.59,0.23,0.01
0.02,"[197, 7, 85, 115]",0.0,0.07,0.05,0.67,0.18,0.01
0.03,"[198, 8, 84, 113]",0.0,0.09,0.04,0.61,0.22,0.01
0.03,"[198, 8, 85, 113]",0.0,0.11,0.05,0.57,0.23,0.01
0.03,"[197, 7, 85, 115]",0.0,0.1,0.06,0.62,0.18,0.01
0.03,"[197, 7, 85, 115]",0.0,0.08,0.06,0.65,0.17,0.01
0.02,"[198, 7, 83, 114]",0.0,0.08,0.03,0.67,0.19,0.0
0.03,"[198, 8, 84, 113]",0.0,0.1,0.04,0.58,0.25,0.0
0.03,"[197, 8, 85, 112]",0.0,0.08,0.04,0.68,0.17,0.0
0.03,"[197, 8, 84, 113]",0.0,0.1,0.04,0.66,0.17,0.0
0.03,"[197, 8, 84, 113]",0.0,0.11,0.03,0.67,0.16,0.0
0.03,"[198, 7, 84, 114]",0.0,0.11,0.04,0.62,0.19,0.01
0.03,"[198, 7, 84, 114]",0.0,0.12,0.05,0.61,0.18,0.01
0.03,"[197, 8, 85, 113]",0.0,0.1,0.05,0.66,0.15,0.0
0.03,"[198, 7, 84, 114]",0.0,0.09,0.06,0.67,0.14,0.0
0.03,"[198, 7, 84, 115]",0.0,0.08,0.05,0.67,0.16,0.01
0.04,"[198, 8, 84, 114]",0.0,0.11,0.06,0.61,0.18,0.0
0.05,"[198, 9, 84, 113]",0.0,0.13,0.03,0.57,0.21,0.01
0.06,"[197, 7, 85, 118]",0.0,0.12,0.03,0.49,0.29,0.01
0.04,"[198, 9, 84, 113]",0.0,0.1,0.03,0.58,0.25,0.0
0.05,"[197, 9, 85, 116]",0.0,0.11,0.03,0.55,0.26,0.01
0.04,"[197, 9, 85, 116]",0.0,0.09,0.01,0.65,0.2,0.01
0.05,"[198, 10, 84, 116]",0.0,0.12,0.02,0.54,0.27,0.01
0.05,"[197, 11, 86, 117]",0.0,0.07,0.03,0.69,0.16,0.01
0.03,"[199, 12, 85, 114]",0.0,0.05,0.05,0.82,0.05,0.0
0.02,"[199, 10, 88, 119]",0.0,0.08,0.01,0.78,0.09,0.01
0.01,"[200, 10, 87, 118]",0.0,0.06,0.01,0.81,0.09,0.01
0.02,"[204, 14, 85, 116]",0.0,0.07,0.02,0.75,0.13,0.0
0.03,"[202, 14, 86, 115]",0.0,0.1,0.01,0.67,0.19,0.0
0.04,"[201, 12, 86, 117]",0.0,0.1,0.01,0.61,0.24,0.0
0.03,"[202, 12, 85, 115]",0.0,0.14,0.05,0.43,0.35,0.0
0.02,"[201, 8, 87, 117]",0.0,0.17,0.02,0.45,0.33,0.01
0.02,"[201, 7, 86, 119]",0.0,0.15,0.03,0.38,0.41,0.0
0.03,"[201, 8, 87, 117]",0.0,0.29,0.02,0.17,0.49,0.01
0.04,"[201, 8, 88, 118]",0.0,0.2,0.03,0.24,0.49,0.0
0.04,"[202, 8, 88, 118]",0.0,0.2,0.01,0.26,0.48,0.0
0.04,"[202, 7, 88, 119]",0.0,0.23,0.01,0.27,0.45,0.0
0.05,"[203, 8, 87, 118]",0.0,0.19,0.01,0.29,0.46,0.0
0.05,"[203, 8, 88, 118]",0.0,0.22,0.01,0.24,0.48,0.0
0.04,"[204, 9, 87, 117]",0.0,0.2,0.01,0.28,0.47,0.0
0.04,"[204, 9, 87, 118]",0.0,0.18,0.01,0.39,0.39,0.0
0.03,"[203, 9, 88, 118]",0.0,0.16,0.01,0.39,0.4,0.0
0.04,"[203, 10, 87, 116]",0.0,0.17,0.01,0.41,0.37,0.0
0.04,"[203, 10, 87, 116]",0.0,0.16,0.0,0.42,0.37,0.0
0.03,"[202, 11, 86, 115]",0.0,0.1,0.0,0.52,0.35,0.0
0.03,"[202, 11, 86, 115]",0.0,0.09,0.0,0.54,0.33,0.0
0.04,"[201, 12, 86, 113]",0.0,0.13,0.01,0.51,0.31,0.0
0.04,"[201, 12, 86, 113]",0.0,0.12,0.01,0.54,0.29,0.0
0.02,"[201, 11, 86, 114]",0.0,0.08,0.01,0.64,0.24,0.0
0.04,"[201, 12, 86, 113]",0.0,0.12,0.01,0.5,0.33,0.0
0.03,"[201, 10, 87, 116]",0.0,0.09,0.01,0.59,0.29,0.0
0.03,"[201, 10, 87, 116]",0.0,0.08,0.01,0.59,0.29,0.0
0.03,"[201, 10, 87, 116]",0.0,0.09,0.01,0.58,0.29,0.0
0.03,"[201, 10, 87, 116]",0.0,0.08,0.01,0.61,0.27,0.0
0.03,"[201, 10, 87, 116]",0.0,0.09,0.01,0.58,0.29,0.0
0.04,"[202, 10, 86, 116]",0.0,0.1,0.01,0.55,0.3,0.0
0.03,"[201, 10, 87, 116]",0.0,0.1,0.01,0.56,0.29,0.0
0.02,"[200, 9, 89, 117]",0.0,0.16,0.0,0.41,0.4,0.0
0.01,"[201, 8, 88, 118]",0.0,0.17,0.01,0.38,0.43,0.0
0.01,"[200, 8, 89, 118]",0.0,0.24,0.0,0.32,0.43,0.0
0.01,"[200, 7, 89, 120]",0.0,0.23,0.0,0.31,0.44,0.0
0.01,"[200, 8, 89, 119]",0.0,0.21,0.01,0.31,0.46,0.0
0.01,"[200, 8, 89, 118]",0.0,0.21,0.01,0.32,0.44,0.01
0.01,"[200, 9, 90, 119]",0.0,0.26,0.0,0.26,0.47,0.0
0.01,"[204, 13, 85, 115]",0.0,0.17,0.0,0.3,0.51,0.0
0.01,"[204, 14, 84, 114]",0.0,0.18,0.01,0.34,0.46,0.0
0.02,"[204, 14, 85, 114]",0.0,0.17,0.01,0.36,0.45,0.0
0.02,"[204, 14, 85, 114]",0.0,0.17,0.01,0.36,0.44,0.0
0.01,"[204, 14, 86, 114]",0.0,0.17,0.01,0.38,0.43,0.0
0.01,"[204, 14, 86, 114]",0.0,0.16,0.01,0.38,0.43,0.0
0.01,"[205, 14, 84, 114]",0.0,0.17,0.01,0.37,0.43,0.0
0.01,"[201, 8, 89, 119]",0.0,0.18,0.01,0.38,0.41,0.01
0.01,"[202, 9, 88, 118]",0.0,0.28,0.01,0.26,0.43,0.01
0.01,"[202, 11, 88, 115]",0.0,0.19,0.01,0.41,0.38,0.0
0.01,"[201, 10, 89, 117]",0.0,0.2,0.01,0.37,0.4,0.01
0.02,"[200, 8, 90, 119]",0.0,0.19,0.02,0.35,0.41,0.01
0.01,"[200, 9, 90, 118]",0.0,0.18,0.02,0.46,0.3,0.01
0.02,"[201, 9, 88, 117]",0.0,0.22,0.02,0.4,0.34,0.01
0.03,"[202, 15, 86, 115]",0.0,0.18,0.01,0.34,0.44,0.0
0.02,"[201, 13, 87, 118]",0.0,0.16,0.01,0.39,0.42,0.0
0.03,"[197, 10, 91, 120]",0.0,0.14,0.01,0.49,0.33,0.01
0.03,"[197, 10, 91, 120]",0.0,0.13,0.0,0.53,0.31,0.0
0.04,"[203, 14, 85, 116]",0.0,0.11,0.01,0.56,0.28,0.0
0.05,"[203, 13, 85, 117]",0.0,0.13,0.01,0.47,0.34,0.0
0.04,"[202, 12, 87, 119]",0.0,0.11,0.01,0.54,0.3,0.0
0.04,"[202, 12, 87, 118]",0.0,0.15,0.0,0.43,0.37,0.0
0.04,"[203, 12, 86, 118]",0.0,0.17,0.0,0.43,0.36,0.0
0.05,"[202, 12, 87, 118]",0.0,0.18,0.0,0.35,0.41,0.0
0.04,"[202, 11, 87, 119]",0.0,0.21,0.0,0.41,0.33,0.0
0.04,"[202, 11, 87, 119]",0.0,0.2,0.0,0.43,0.32,0.0
0.04,"[203, 12, 86, 118]",0.0,0.17,0.0,0.45,0.32,0.0
0.05,"[202, 12, 87, 118]",0.0,0.19,0.0,0.4,0.36,0.0
0.05,"[202, 13, 86, 117]",0.0,0.13,0.0,0.49,0.32,0.0
0.03,"[202, 12, 87, 118]",0.0,0.16,0.0,0.43,0.36,0.0
0.04,"[202, 13, 87, 117]",0.0,0.1,0.0,0.62,0.23,0.0
0.04,"[203, 13, 86, 117]",0.0,0.15,0.0,0.52,0.28,0.0
0.04,"[203, 13, 86, 117]",0.0,0.15,0.0,0.52,0.28,0.0
0.05,"[202, 14, 86, 116]",0.0,0.11,0.0,0.59,0.25,0.0
0.04,"[202, 14, 86, 116]",0.0,0.11,0.0,0.55,0.28,0.0
0.05,"[202, 13, 86, 117]",0.0,0.14,0.0,0.56,0.25,0.0
0.05,"[202, 13, 86, 118]",0.0,0.12,0.0,0.53,0.29,0.0
0.06,"[202, 13, 86, 117]",0.0,0.15,0.01,0.51,0.27,0.0
0.05,"[203, 13, 86, 117]",0.0,0.16,0.0,0.51,0.26,0.01
0.05,"[202, 13, 87, 118]",0.0,0.15,0.0,0.46,0.34,0.0
0.05,"[202, 13, 87, 118]",0.0,0.15,0.0,0.48,0.32,0.0
0.07,"[202, 13, 86, 118]",0.0,0.14,0.0,0.54,0.24,0.01
0.07,"[201, 13, 87, 118]",0.0,0.14,0.0,0.53,0.25,0.0
0.07,"[201, 13, 87, 118]",0.0,0.14,0.01,0.54,0.24,0.0
0.04,"[202, 13, 86, 117]",0.0,0.13,0.0,0.57,0.25,0.0
0.03,"[202, 13, 87, 117]",0.0,0.1,0.0,0.51,0.35,0.0
0.03,"[203, 13, 85, 117]",0.0,0.11,0.0,0.47,0.39,0.0
0.04,"[202, 14, 87, 116]",0.0,0.11,0.01,0.5,0.34,0.0
0.05,"[202, 14, 86, 116]",0.0,0.13,0.0,0.52,0.29,0.0
0.03,"[204, 13, 86, 117]",0.0,0.06,0.02,0.63,0.26,0.0
0.03,"[204, 14, 86, 115]",0.0,0.07,0.01,0.57,0.31,0.0
0.03,"[205, 14, 85, 115]",0.0,0.07,0.01,0.59,0.3,0.0
